A811314000000000,ENG2081_1 - Mechanics of Structures 2A
A811314000000000,ENG2048_1 - Structural Design 2
A811314000000000,ENG2085_1 - Fluid Mechanics 2
A501614000000000,BIOL4056_1 - Immunology 3A Problem Paper
A614127000000000,LAW1038_1 - Obligations 1A (FR)
A614127000000000,LAW1036_1 - Criminal Law & Evidence 1 (FR)
A614127000000000,LAW1033_1 - Legal Skills for Graduates
A512122000000000,ENG1063_1 - Engineering Mathematics 1 Pr1
A512122000000000,ENG1061_1 - Civil Engineering 1
A512122000000000,ENG1065_1 - Statics 1
A512122000000000,ENG1033_1 - Materials 1
A512122000000000,ENG1003_1 - Analogue Electronics 1
A140913000000000,CHEM5070_1 - Catalyst structure & function
A140913000000000,CHEM5074_1 - Catalyst preparation
A140913000000000,CHEM5068_1 - Catalyst deactivation resit
A140913000000000,CHEM5069_1 - Catalyst testing resit
A136108000000000,CHEM1002_1 - Science Fundamentals 1X
A136108000000000,BIOL1001_1 - Biology 1A
A105311000000000,CHEM3015_1 - Physical Chemistry 3 Half
A105311000000000,CHEM3013_1 - Organic Chemistry 3 Half
A105311000000000,CHEM3011_1 - Inorganic Chemistry 3 Half
A710101000000000,ENG3059_1 - Aircraft Performance 3
A710101000000000,ENG3042_1 - Propulsion and Turbomach 3
A710101000000000,ENG3081_1 - Aircraft Structures and Mat 3
A710101000000000,ENG3039_1 - Dynamics 3
A710101000000000,ENG3036_1 - Simulation of Eng Systems 3
A181115000000000,MATHS1017_1 - Mathematics 1
A181115000000000,COMPSCI1001_1 - Computing Science 1P Class Tst
A181115000000000,ENG1021_1 - Electronic Engineering 1X
A181115000000000,COMPSCI1006_1 - CS1F _ Computing Fundamentals
A159125000000000,LAW5159_1 - Int Law and Int Econ Gov
A311214000000000,MED1005_1 - MBChB 1 Written Paper 1
A311022000000000,ENG5027_1 - Digital Signal Processing
A311022000000000,ENG5092_1 - VLSI Design M
A839802000000000,BUS5002_1 - Financial Information&Analysis
A312121000000000,COMPLIT2001_1 - Comparative Literature 2A
A312121000000000,SCOTLIT1013_1 - Scottish Literature 1A
A111341000000000,LAW1021_1 - Obligations 1A
A111341000000000,LAW1003_1 - Criminal Law and Evidence 1
A111341000000000,LAW1020_1 - Introduction to Legal Study
A557021000000000,LAW1028_1 - (CL) System and Method
A557021000000000,LAW1026_1 - Criminal Law Englnd&Wales (CL)
A557021000000000,LAW1027_1 - (CL) Law of Contract
A720151000000000,MFL1012_1 - Japanese Intnl Mob 1
A720151000000000,ECON1001_1 - Economics 1A
A720151000000000,BIOL2039_1 - Fundamental Topics in Biol 2X
A686211000000000,MED5029_1 - Introduction to Statistical
A14672700000000,ECON1001_1 - Economics 1A
A14672700000000,SCOTLIT1013_1 - Scottish Literature 1A
A461150000000000,BIOL5283_1 - Fundamentals of Neuroscience
A121213000000000,GEOG5019_1 - Principles of GIS
A114112000000000,CHEM1002_1 - Science Fundamentals 1X
A114112000000000,PSYCH1001_1 - Psychology 1A
A114112000000000,BIOL1001_1 - Biology 1A
A118411000000000,STATS3002_1 - Stats For Biomedical Eng 3
A118411000000000,ENG3084_1 - Biomechanics 3
A118411000000000,ENG3038_1 - Microscopy and Optics 3
A118411000000000,ENG3011_1 - Biological Fluid Mechanics 3
A118411000000000,ENG3036_1 - Simulation of Eng Systems 3
A513771000000000,STATS5025_1 - Regression Models
A513771000000000,STATS5016_1 - Big Data Analytics M
A513771000000000,STATS5098_1 - Advanced Predictive Models
A513771000000000,STATS5028_1 - Statistical Inference
A513771000000000,STATS5024_1 - Probability Level M
A513771000000000,STATS5099_1 - Data Mining
A513771000000000,STATS5014_1 - Bayesian Statistics (Level M)
A781074000000000,LAW1021_1 - Obligations 1A
A781074000000000,LAW1020_1 - Introduction to Legal Study
A974145000000000,MED1005_1 - MBChB 1 Written Paper 1
A51409100000000,ACCFIN4016_1 - Managmt Acc in Organ & Society
A104115000000000,CEES2010_1 - CEES 2A
A104115000000000,SOCIO2020_1 - Sociology 2A
A590214000000000,CHEM1002_1 - Science Fundamentals 1X
A590214000000000,BIOL1001_1 - Biology 1A
A521209000000000,MGT4003_1 - Global Business
A713512000000000,CEES1015_1 - CEES 1A
A713512000000000,SOCIO1009_1 - Sociology 1A: Self & Society
A510713000000000,ECON1001_1 - Economics 1A
A390715000000000,LAW1021_1 - Obligations 1A
A390715000000000,LAW1020_1 - Introduction to Legal Study
A215141000000000,COMPSCI4038_1 - Prof Skills & Issues (H)
A791010000000000,COMPSCI5092_1 - Research Professional Skills M
A791010000000000,COMPSCI5089_1 - Data Science and Systems
A791010000000000,COMPSCI5077_1 - Enterprise Cyber Security (M)
A121106000000000,COMPSCI1001_1 - Computing Science 1P Class Tst
A121106000000000,COMPSCI1006_1 - CS1F _ Computing Fundamentals
A121106000000000,ASTRO1003_1 - Exploring the Cosmos 1X
A115936000000000,ENG1063_1 - Engineering Mathematics 1 Pr1
A115936000000000,ENG1002_1 - Aerospace Engineering 1
A115936000000000,ENG1065_1 - Statics 1
A115936000000000,ENG1033_1 - Materials 1
A115936000000000,ENG1003_1 - Analogue Electronics 1
A562813000000000,EARTH1001_1 - Earth Science 1A
A562813000000000,GEOG1001_1 - Geography 1
A915179000000000,MED1005_1 - MBChB 1 Written Paper 1
A202261000000000,MGT4003_1 - Global Business
A512471000000000,MATHS1017_1 - Mathematics 1
A512471000000000,COMPSCI1001_1 - Computing Science 1P Class Tst
A512471000000000,ENG1021_1 - Electronic Engineering 1X
A512471000000000,COMPSCI1006_1 - CS1F _ Computing Fundamentals
A61111500000000,ENG5096_1 - Advanced Manufacture
A61111500000000,ENG4098_1 - Microelec in Consumer Prods 4
A206142000000000,ENG1063_1 - Engineering Mathematics 1 Pr1
A206142000000000,COMPSCI1001_1 - Computing Science 1P Class Tst
A206142000000000,ENG1021_1 - Electronic Engineering 1X
A206142000000000,COMPSCI1006_1 - CS1F _ Computing Fundamentals
A121511000000000,POLITIC2001_1 - Politics 2A: Hist of Pol Thght
A892102000000000,NURSING2013_1 - Biomedical Life Sciences 2
A550613000000000,ENG5027_1 - Digital Signal Processing
A550613000000000,ENG5022_1 - Control M
A550613000000000,ENG5096_1 - Advanced Manufacture
A371121000000000,"ECON4020_1 - Micro Anal: Cons,Pro&Gen Equi"
A371121000000000,ECON4003_1 - Econometrics 1
A141414000000000,CHEM1002_1 - Science Fundamentals 1X
A141414000000000,BIOL1001_1 - Biology 1A
A61314500000000,ARCH1001_1 - Arch 1A: Arch of Scotland
A61314500000000,GEOG2001_1 - Geography 2
A411132000000000,ENG4195_1 - Control Sys Analysis & Des 4
A411132000000000,ENG4191_1 - Signal Proc of Biosignatures 4
A141431000000000,EDUC2111P_1 - Curriculum Enquiry 2A
A347151000000000,BIOL4228_1 - Human Biology 3A
A115715000000000,ECON1012_1 - Introductory Maths for Econ
A115715000000000,ECON2001_1 - Economics 2A
A115715000000000,ACCFIN1016_1 - Introduction to Fin Inv & Inst
A141392000000000,MED1005_1 - MBChB 1 Written Paper 1
A139130000000000,CHEM1001_1 - Chemistry 1
A139130000000000,BIOL1001_1 - Biology 1A
A911011000000000,MATHS1017_1 - Mathematics 1
A911011000000000,STATS1002_1 - Statistics 1Y
A506114000000000,ENG3046_1 - Structural Design 3
A506114000000000,ENG3037_1 - Mechanics of Solids 3
A506114000000000,ENG2085_1 - Fluid Mechanics 2
A930102000000000,STATS5100_1 - Bayesian Stats Level M _Summer
A410101000000000,ENG3037_1 - Mechanics of Solids 3
A410101000000000,ENG4025_1 - Finite Element Analysis 4
A410101000000000,ENG3053_1 - Thermodynamics of Engines 3
A410101000000000,ENG3039_1 - Dynamics 3
A410101000000000,ENG3036_1 - Simulation of Eng Systems 3
A95114100000000,SOCIO1009_1 - Sociology 1A: Self & Society
A189150000000000,ACCFIN1016_1 - Introduction to Fin Inv & Inst
A189150000000000,MATHS1015_1 - Maths 1C
A189150000000000,COMPSCI1016_1 - Computing Science _ 1CT
A93614800000000,ENG5292_1 - Power Electronics and Drives M
A93614800000000,ENG4173_1 - Renewable & Sustn Energy 4
A93614800000000,ECON5032_1 - Theory & Principles Of Sustain
A131221000000000,ENG4053_1 - Digital Signal Processing 4
A131221000000000,ENG4042_1 - Control 4
A411141000000000,SOCIO1009_1 - Sociology 1A: Self & Society
A411141000000000,PSYCH1001_1 - Psychology 1A
A306275000000000,EDUC2111P_1 - Curriculum Enquiry 2A
A515144000000000,ECON5030_1 - Econ of Inequality/Deprivation
A515144000000000,ECON5008_1 - Fin Institutions/Market Dev CS
A414127000000000,COMPSCI5100_1 - Machine Learning & AI for DS
A414127000000000,COMPSCI5092_1 - Research Professional Skills M
A414127000000000,COMPSCI5089_1 - Data Science and Systems
A143912000000000,BIOL4056_1 - Immunology 3A Problem Paper
A815214000000000,PHIL2010_1 - Philosophy 2A: What am I?
